id_pesan,id_pelanggan,nama_pelanggan,kota,negara,id_produk,nama_produk,kategori_produk,harga,jumlah_transaksi,diskon,status_diskon,tanggal_pesan,tahun,bulan,kode_bulan,tanggal,hari,estimasi_tiba,tanggal_tiba,lama_pengiriman,status_pengiriman,id_shipper,nama_jasa_pengiriman,revenue
10708,THEBI,The Big Cheese,Portland,USA,5,Chef Anton's Gumbo Mix,Condiments,21.35,4,0.0,No Discount,1997-10-17,1997,October,10,17,Friday,1997-11-28,1997-11-05,19,Tepat Waktu,2,United Package,85.4
10708,THEBI,The Big Cheese,Portland,USA,36,Inlagd Sill,Seafood,19.0,5,0.0,No Discount,1997-10-17,1997,October,10,17,Friday,1997-11-28,1997-11-05,19,Tepat Waktu,2,United Package,95.0
10709,GOURL,Gourmet Lanchonetes,Campinas,Brazil,8,Northwoods Cranberry Sauce,Condiments,40.0,40,0.0,No Discount,1997-10-17,1997,October,10,17,Friday,1997-11-14,1997-11-20,34,Terlambat,3,Federal Shipping,1600.0
10709,GOURL,Gourmet Lanchonetes,Campinas,Brazil,51,Manjimup Dried Apples,Produce,53.0,28,0.0,No Discount,1997-10-17,1997,October,10,17,Friday,1997-11-14,1997-11-20,34,Terlambat,3,Federal Shipping,1484.0
10709,GOURL,Gourmet Lanchonetes,Campinas,Brazil,60,Camembert Pierrot,Dairy Products,34.0,10,0.0,No Discount,1997-10-17,1997,October,10,17,Friday,1997-11-14,1997-11-20,34,Terlambat,3,Federal Shipping,340.0
10710,FRANS,Franchi S.p.A.,Torino,Italy,19,Teatime Chocolate Biscuits,Confections,9.2,5,0.0,No Discount,1997-10-20,1997,October,10,20,Monday,1997-11-17,1997-10-23,3,Tepat Waktu,1,Speedy Express,46.0
10710,FRANS,Franchi S.p.A.,Torino,Italy,47,Zaanse koeken,Confections,9.5,5,0.0,No Discount,1997-10-20,1997,October,10,20,Monday,1997-11-17,1997-10-23,3,Tepat Waktu,1,Speedy Express,47.5
10711,SAVEA,Save-a-lot Markets,Boise,USA,19,Teatime Chocolate Biscuits,Confections,9.2,12,0.0,No Discount,1997-10-21,1997,October,10,21,Tuesday,1997-12-02,1997-10-29,8,Tepat Waktu,2,United Package,110.39999999999999
10711,SAVEA,Save-a-lot Markets,Boise,USA,41,Jack's New England Clam Chowder,Seafood,9.65,42,0.0,No Discount,1997-10-21,1997,October,10,21,Tuesday,1997-12-02,1997-10-29,8,Tepat Waktu,2,United Package,405.3
10711,SAVEA,Save-a-lot Markets,Boise,USA,53,Perth Pasties,Meat/Poultry,32.8,120,0.0,No Discount,1997-10-21,1997,October,10,21,Tuesday,1997-12-02,1997-10-29,8,Tepat Waktu,2,United Package,3935.9999999999995
10712,HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,53,Perth Pasties,Meat/Poultry,32.8,3,0.05,Discount,1997-10-21,1997,October,10,21,Tuesday,1997-11-18,1997-10-31,10,Tepat Waktu,1,Speedy Express,93.47999999999999
10712,HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,56,Gnocchi di nonna Alice,Grains/Cereals,38.0,30,0.0,No Discount,1997-10-21,1997,October,10,21,Tuesday,1997-11-18,1997-10-31,10,Tepat Waktu,1,Speedy Express,1140.0
10713,SAVEA,Save-a-lot Markets,Boise,USA,10,Ikura,Seafood,31.0,18,0.0,No Discount,1997-10-22,1997,October,10,22,Wednesday,1997-11-19,1997-10-24,2,Tepat Waktu,1,Speedy Express,558.0
10713,SAVEA,Save-a-lot Markets,Boise,USA,26,Gumbär Gummibärchen,Confections,31.23,30,0.0,No Discount,1997-10-22,1997,October,10,22,Wednesday,1997-11-19,1997-10-24,2,Tepat Waktu,1,Speedy Express,936.9
10713,SAVEA,Save-a-lot Markets,Boise,USA,45,Rogede sild,Seafood,9.5,110,0.0,No Discount,1997-10-22,1997,October,10,22,Wednesday,1997-11-19,1997-10-24,2,Tepat Waktu,1,Speedy Express,1045.0
10713,SAVEA,Save-a-lot Markets,Boise,USA,46,Spegesild,Seafood,12.0,24,0.0,No Discount,1997-10-22,1997,October,10,22,Wednesday,1997-11-19,1997-10-24,2,Tepat Waktu,1,Speedy Express,288.0
10714,SAVEA,Save-a-lot Markets,Boise,USA,2,Chang,Beverages,19.0,30,0.25,Discount,1997-10-22,1997,October,10,22,Wednesday,1997-11-19,1997-10-27,5,Tepat Waktu,3,Federal Shipping,427.5
10714,SAVEA,Save-a-lot Markets,Boise,USA,17,Alice Mutton,Meat/Poultry,39.0,27,0.25,Discount,1997-10-22,1997,October,10,22,Wednesday,1997-11-19,1997-10-27,5,Tepat Waktu,3,Federal Shipping,789.75
10714,SAVEA,Save-a-lot Markets,Boise,USA,47,Zaanse koeken,Confections,9.5,50,0.25,Discount,1997-10-22,1997,October,10,22,Wednesday,1997-11-19,1997-10-27,5,Tepat Waktu,3,Federal Shipping,356.25
10714,SAVEA,Save-a-lot Markets,Boise,USA,56,Gnocchi di nonna Alice,Grains/Cereals,38.0,18,0.25,Discount,1997-10-22,1997,October,10,22,Wednesday,1997-11-19,1997-10-27,5,Tepat Waktu,3,Federal Shipping,513.0
10714,SAVEA,Save-a-lot Markets,Boise,USA,58,Escargots de Bourgogne,Seafood,13.25,12,0.25,Discount,1997-10-22,1997,October,10,22,Wednesday,1997-11-19,1997-10-27,5,Tepat Waktu,3,Federal Shipping,119.25
10715,BONAP,Bon app',Marseille,France,10,Ikura,Seafood,31.0,21,0.0,No Discount,1997-10-23,1997,October,10,23,Thursday,1997-11-06,1997-10-29,6,Tepat Waktu,1,Speedy Express,651.0
10715,BONAP,Bon app',Marseille,France,71,Flotemysost,Dairy Products,21.5,30,0.0,No Discount,1997-10-23,1997,October,10,23,Thursday,1997-11-06,1997-10-29,6,Tepat Waktu,1,Speedy Express,645.0
10716,RANCH,Rancho grande,Buenos Aires,Argentina,21,Sir Rodney's Scones,Confections,10.0,5,0.0,No Discount,1997-10-24,1997,October,10,24,Friday,1997-11-21,1997-10-27,3,Tepat Waktu,2,United Package,50.0
10716,RANCH,Rancho grande,Buenos Aires,Argentina,51,Manjimup Dried Apples,Produce,53.0,7,0.0,No Discount,1997-10-24,1997,October,10,24,Friday,1997-11-21,1997-10-27,3,Tepat Waktu,2,United Package,371.0
10716,RANCH,Rancho grande,Buenos Aires,Argentina,61,Sirop d'érable,Condiments,28.5,10,0.0,No Discount,1997-10-24,1997,October,10,24,Friday,1997-11-21,1997-10-27,3,Tepat Waktu,2,United Package,285.0
10717,FRANK,Frankenversand,München,Germany,21,Sir Rodney's Scones,Confections,10.0,32,0.05,Discount,1997-10-24,1997,October,10,24,Friday,1997-11-21,1997-10-29,5,Tepat Waktu,2,United Package,304.0
10717,FRANK,Frankenversand,München,Germany,54,Tourtière,Meat/Poultry,7.45,15,0.0,No Discount,1997-10-24,1997,October,10,24,Friday,1997-11-21,1997-10-29,5,Tepat Waktu,2,United Package,111.75
10717,FRANK,Frankenversand,München,Germany,69,Gudbrandsdalsost,Dairy Products,36.0,25,0.05,Discount,1997-10-24,1997,October,10,24,Friday,1997-11-21,1997-10-29,5,Tepat Waktu,2,United Package,855.0
10718,KOENE,Königlich Essen,Brandenburg,Germany,12,Queso Manchego La Pastora,Dairy Products,38.0,36,0.0,No Discount,1997-10-27,1997,October,10,27,Monday,1997-11-24,1997-10-29,2,Tepat Waktu,3,Federal Shipping,1368.0
10718,KOENE,Königlich Essen,Brandenburg,Germany,16,Pavlova,Confections,17.45,20,0.0,No Discount,1997-10-27,1997,October,10,27,Monday,1997-11-24,1997-10-29,2,Tepat Waktu,3,Federal Shipping,349.0
10718,KOENE,Königlich Essen,Brandenburg,Germany,36,Inlagd Sill,Seafood,19.0,40,0.0,No Discount,1997-10-27,1997,October,10,27,Monday,1997-11-24,1997-10-29,2,Tepat Waktu,3,Federal Shipping,760.0
10718,KOENE,Königlich Essen,Brandenburg,Germany,62,Tarte au sucre,Confections,49.3,20,0.0,No Discount,1997-10-27,1997,October,10,27,Monday,1997-11-24,1997-10-29,2,Tepat Waktu,3,Federal Shipping,986.0
10719,LETSS,Let's Stop N Shop,San Francisco,USA,18,Carnarvon Tigers,Seafood,62.5,12,0.25,Discount,1997-10-27,1997,October,10,27,Monday,1997-11-24,1997-11-05,9,Tepat Waktu,2,United Package,562.5
10719,LETSS,Let's Stop N Shop,San Francisco,USA,30,Nord-Ost Matjeshering,Seafood,25.89,3,0.25,Discount,1997-10-27,1997,October,10,27,Monday,1997-11-24,1997-11-05,9,Tepat Waktu,2,United Package,58.2525
10719,LETSS,Let's Stop N Shop,San Francisco,USA,54,Tourtière,Meat/Poultry,7.45,40,0.25,Discount,1997-10-27,1997,October,10,27,Monday,1997-11-24,1997-11-05,9,Tepat Waktu,2,United Package,223.5
10720,QUEDE,Que Delícia,Rio de Janeiro,Brazil,35,Steeleye Stout,Beverages,18.0,21,0.0,No Discount,1997-10-28,1997,October,10,28,Tuesday,1997-11-11,1997-11-05,8,Tepat Waktu,2,United Package,378.0
10720,QUEDE,Que Delícia,Rio de Janeiro,Brazil,71,Flotemysost,Dairy Products,21.5,8,0.0,No Discount,1997-10-28,1997,October,10,28,Tuesday,1997-11-11,1997-11-05,8,Tepat Waktu,2,United Package,172.0
10721,QUICK,QUICK-Stop,Cunewalde,Germany,44,Gula Malacca,Condiments,19.45,50,0.05,Discount,1997-10-29,1997,October,10,29,Wednesday,1997-11-26,1997-10-31,2,Tepat Waktu,3,Federal Shipping,923.875
10722,SAVEA,Save-a-lot Markets,Boise,USA,2,Chang,Beverages,19.0,3,0.0,No Discount,1997-10-29,1997,October,10,29,Wednesday,1997-12-10,1997-11-04,6,Tepat Waktu,1,Speedy Express,57.0
10722,SAVEA,Save-a-lot Markets,Boise,USA,31,Gorgonzola Telino,Dairy Products,12.5,50,0.0,No Discount,1997-10-29,1997,October,10,29,Wednesday,1997-12-10,1997-11-04,6,Tepat Waktu,1,Speedy Express,625.0
10722,SAVEA,Save-a-lot Markets,Boise,USA,68,Scottish Longbreads,Confections,12.5,45,0.0,No Discount,1997-10-29,1997,October,10,29,Wednesday,1997-12-10,1997-11-04,6,Tepat Waktu,1,Speedy Express,562.5
10722,SAVEA,Save-a-lot Markets,Boise,USA,75,Rhönbräu Klosterbier,Beverages,7.75,42,0.0,No Discount,1997-10-29,1997,October,10,29,Wednesday,1997-12-10,1997-11-04,6,Tepat Waktu,1,Speedy Express,325.5
10723,WHITC,White Clover Markets,Seattle,USA,26,Gumbär Gummibärchen,Confections,31.23,15,0.0,No Discount,1997-10-30,1997,October,10,30,Thursday,1997-11-27,1997-11-25,26,Tepat Waktu,1,Speedy Express,468.45
10724,MEREP,Mère Paillarde,Montréal,Canada,10,Ikura,Seafood,31.0,16,0.0,No Discount,1997-10-30,1997,October,10,30,Thursday,1997-12-11,1997-11-05,6,Tepat Waktu,2,United Package,496.0
10724,MEREP,Mère Paillarde,Montréal,Canada,61,Sirop d'érable,Condiments,28.5,5,0.0,No Discount,1997-10-30,1997,October,10,30,Thursday,1997-12-11,1997-11-05,6,Tepat Waktu,2,United Package,142.5
10725,FAMIA,Familia Arquibaldo,Sao Paulo,Brazil,41,Jack's New England Clam Chowder,Seafood,9.65,12,0.0,No Discount,1997-10-31,1997,October,10,31,Friday,1997-11-28,1997-11-05,5,Tepat Waktu,3,Federal Shipping,115.80000000000001
10725,FAMIA,Familia Arquibaldo,Sao Paulo,Brazil,52,Filo Mix,Grains/Cereals,7.0,4,0.0,No Discount,1997-10-31,1997,October,10,31,Friday,1997-11-28,1997-11-05,5,Tepat Waktu,3,Federal Shipping,28.0
10725,FAMIA,Familia Arquibaldo,Sao Paulo,Brazil,55,Pâté chinois,Meat/Poultry,24.0,6,0.0,No Discount,1997-10-31,1997,October,10,31,Friday,1997-11-28,1997-11-05,5,Tepat Waktu,3,Federal Shipping,144.0
10726,EASTC,Eastern Connection,London,UK,4,Chef Anton's Cajun Seasoning,Condiments,22.0,25,0.0,No Discount,1997-11-03,1997,November,11,3,Monday,1997-11-17,1997-12-05,32,Terlambat,1,Speedy Express,550.0
10726,EASTC,Eastern Connection,London,UK,11,Queso Cabrales,Dairy Products,21.0,5,0.0,No Discount,1997-11-03,1997,November,11,3,Monday,1997-11-17,1997-12-05,32,Terlambat,1,Speedy Express,105.0
10727,REGGC,Reggiani Caseifici,Reggio Emilia,Italy,17,Alice Mutton,Meat/Poultry,39.0,20,0.05,Discount,1997-11-03,1997,November,11,3,Monday,1997-12-01,1997-12-05,32,Terlambat,1,Speedy Express,741.0
10727,REGGC,Reggiani Caseifici,Reggio Emilia,Italy,56,Gnocchi di nonna Alice,Grains/Cereals,38.0,10,0.05,Discount,1997-11-03,1997,November,11,3,Monday,1997-12-01,1997-12-05,32,Terlambat,1,Speedy Express,361.0
10727,REGGC,Reggiani Caseifici,Reggio Emilia,Italy,59,Raclette Courdavault,Dairy Products,55.0,10,0.05,Discount,1997-11-03,1997,November,11,3,Monday,1997-12-01,1997-12-05,32,Terlambat,1,Speedy Express,522.5
10728,QUEEN,Queen Cozinha,Sao Paulo,Brazil,30,Nord-Ost Matjeshering,Seafood,25.89,15,0.0,No Discount,1997-11-04,1997,November,11,4,Tuesday,1997-12-02,1997-11-11,7,Tepat Waktu,2,United Package,388.35
10728,QUEEN,Queen Cozinha,Sao Paulo,Brazil,40,Boston Crab Meat,Seafood,18.4,6,0.0,No Discount,1997-11-04,1997,November,11,4,Tuesday,1997-12-02,1997-11-11,7,Tepat Waktu,2,United Package,110.39999999999999
10728,QUEEN,Queen Cozinha,Sao Paulo,Brazil,55,Pâté chinois,Meat/Poultry,24.0,12,0.0,No Discount,1997-11-04,1997,November,11,4,Tuesday,1997-12-02,1997-11-11,7,Tepat Waktu,2,United Package,288.0
10728,QUEEN,Queen Cozinha,Sao Paulo,Brazil,60,Camembert Pierrot,Dairy Products,34.0,15,0.0,No Discount,1997-11-04,1997,November,11,4,Tuesday,1997-12-02,1997-11-11,7,Tepat Waktu,2,United Package,510.0
10729,LINOD,LINO-Delicateses,I. de Margarita,Venezuela,1,Chai,Beverages,18.0,50,0.0,No Discount,1997-11-04,1997,November,11,4,Tuesday,1997-12-16,1997-11-14,10,Tepat Waktu,3,Federal Shipping,900.0
10729,LINOD,LINO-Delicateses,I. de Margarita,Venezuela,21,Sir Rodney's Scones,Confections,10.0,30,0.0,No Discount,1997-11-04,1997,November,11,4,Tuesday,1997-12-16,1997-11-14,10,Tepat Waktu,3,Federal Shipping,300.0
10729,LINOD,LINO-Delicateses,I. de Margarita,Venezuela,50,Valkoinen suklaa,Confections,16.25,40,0.0,No Discount,1997-11-04,1997,November,11,4,Tuesday,1997-12-16,1997-11-14,10,Tepat Waktu,3,Federal Shipping,650.0
10730,BONAP,Bon app',Marseille,France,16,Pavlova,Confections,17.45,15,0.05,Discount,1997-11-05,1997,November,11,5,Wednesday,1997-12-03,1997-11-14,9,Tepat Waktu,1,Speedy Express,248.6625
10730,BONAP,Bon app',Marseille,France,31,Gorgonzola Telino,Dairy Products,12.5,3,0.05,Discount,1997-11-05,1997,November,11,5,Wednesday,1997-12-03,1997-11-14,9,Tepat Waktu,1,Speedy Express,35.625
10730,BONAP,Bon app',Marseille,France,65,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,10,0.05,Discount,1997-11-05,1997,November,11,5,Wednesday,1997-12-03,1997-11-14,9,Tepat Waktu,1,Speedy Express,199.975
10731,CHOPS,Chop-suey Chinese,Bern,Switzerland,21,Sir Rodney's Scones,Confections,10.0,40,0.05,Discount,1997-11-06,1997,November,11,6,Thursday,1997-12-04,1997-11-14,8,Tepat Waktu,1,Speedy Express,380.0
10731,CHOPS,Chop-suey Chinese,Bern,Switzerland,51,Manjimup Dried Apples,Produce,53.0,30,0.05,Discount,1997-11-06,1997,November,11,6,Thursday,1997-12-04,1997-11-14,8,Tepat Waktu,1,Speedy Express,1510.5
10732,BONAP,Bon app',Marseille,France,76,Lakkalikööri,Beverages,18.0,20,0.0,No Discount,1997-11-06,1997,November,11,6,Thursday,1997-12-04,1997-11-07,1,Tepat Waktu,1,Speedy Express,360.0
10733,BERGS,Berglunds snabbköp,Luleå,Sweden,14,Tofu,Produce,23.25,16,0.0,No Discount,1997-11-07,1997,November,11,7,Friday,1997-12-05,1997-11-10,3,Tepat Waktu,3,Federal Shipping,372.0
10733,BERGS,Berglunds snabbköp,Luleå,Sweden,28,Rössle Sauerkraut,Produce,45.6,20,0.0,No Discount,1997-11-07,1997,November,11,7,Friday,1997-12-05,1997-11-10,3,Tepat Waktu,3,Federal Shipping,912.0
10733,BERGS,Berglunds snabbköp,Luleå,Sweden,52,Filo Mix,Grains/Cereals,7.0,25,0.0,No Discount,1997-11-07,1997,November,11,7,Friday,1997-12-05,1997-11-10,3,Tepat Waktu,3,Federal Shipping,175.0
10734,GOURL,Gourmet Lanchonetes,Campinas,Brazil,6,Grandma's Boysenberry Spread,Condiments,25.0,30,0.0,No Discount,1997-11-07,1997,November,11,7,Friday,1997-12-05,1997-11-12,5,Tepat Waktu,3,Federal Shipping,750.0
10734,GOURL,Gourmet Lanchonetes,Campinas,Brazil,30,Nord-Ost Matjeshering,Seafood,25.89,15,0.0,No Discount,1997-11-07,1997,November,11,7,Friday,1997-12-05,1997-11-12,5,Tepat Waktu,3,Federal Shipping,388.35
10734,GOURL,Gourmet Lanchonetes,Campinas,Brazil,76,Lakkalikööri,Beverages,18.0,20,0.0,No Discount,1997-11-07,1997,November,11,7,Friday,1997-12-05,1997-11-12,5,Tepat Waktu,3,Federal Shipping,360.0
10735,LETSS,Let's Stop N Shop,San Francisco,USA,61,Sirop d'érable,Condiments,28.5,20,0.1,Discount,1997-11-10,1997,November,11,10,Monday,1997-12-08,1997-11-21,11,Tepat Waktu,2,United Package,513.0
10735,LETSS,Let's Stop N Shop,San Francisco,USA,77,Original Frankfurter grüne Soße,Condiments,13.0,2,0.1,Discount,1997-11-10,1997,November,11,10,Monday,1997-12-08,1997-11-21,11,Tepat Waktu,2,United Package,23.400000000000002
10736,HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,65,Louisiana Fiery Hot Pepper Sauce,Condiments,21.05,40,0.0,No Discount,1997-11-11,1997,November,11,11,Tuesday,1997-12-09,1997-11-21,10,Tepat Waktu,2,United Package,842.0
10736,HUNGO,Hungry Owl All-Night Grocers,Cork,Ireland,75,Rhönbräu Klosterbier,Beverages,7.75,20,0.0,No Discount,1997-11-11,1997,November,11,11,Tuesday,1997-12-09,1997-11-21,10,Tepat Waktu,2,United Package,155.0
10737,VINET,Vins et alcools Chevalier,Reims,France,13,Konbu,Seafood,6.0,4,0.0,No Discount,1997-11-11,1997,November,11,11,Tuesday,1997-12-09,1997-11-18,7,Tepat Waktu,2,United Package,24.0
10737,VINET,Vins et alcools Chevalier,Reims,France,41,Jack's New England Clam Chowder,Seafood,9.65,12,0.0,No Discount,1997-11-11,1997,November,11,11,Tuesday,1997-12-09,1997-11-18,7,Tepat Waktu,2,United Package,115.80000000000001
10738,SPECD,Spécialités du monde,Paris,France,16,Pavlova,Confections,17.45,3,0.0,No Discount,1997-11-12,1997,November,11,12,Wednesday,1997-12-10,1997-11-18,6,Tepat Waktu,1,Speedy Express,52.349999999999994
10739,VINET,Vins et alcools Chevalier,Reims,France,36,Inlagd Sill,Seafood,19.0,6,0.0,No Discount,1997-11-12,1997,November,11,12,Wednesday,1997-12-10,1997-11-17,5,Tepat Waktu,3,Federal Shipping,114.0
10739,VINET,Vins et alcools Chevalier,Reims,France,52,Filo Mix,Grains/Cereals,7.0,18,0.0,No Discount,1997-11-12,1997,November,11,12,Wednesday,1997-12-10,1997-11-17,5,Tepat Waktu,3,Federal Shipping,126.0
10740,WHITC,White Clover Markets,Seattle,USA,28,Rössle Sauerkraut,Produce,45.6,5,0.2,Discount,1997-11-13,1997,November,11,13,Thursday,1997-12-11,1997-11-25,12,Tepat Waktu,2,United Package,182.4
10740,WHITC,White Clover Markets,Seattle,USA,35,Steeleye Stout,Beverages,18.0,35,0.2,Discount,1997-11-13,1997,November,11,13,Thursday,1997-12-11,1997-11-25,12,Tepat Waktu,2,United Package,504.0
10740,WHITC,White Clover Markets,Seattle,USA,45,Rogede sild,Seafood,9.5,40,0.2,Discount,1997-11-13,1997,November,11,13,Thursday,1997-12-11,1997-11-25,12,Tepat Waktu,2,United Package,304.0
10740,WHITC,White Clover Markets,Seattle,USA,56,Gnocchi di nonna Alice,Grains/Cereals,38.0,14,0.2,Discount,1997-11-13,1997,November,11,13,Thursday,1997-12-11,1997-11-25,12,Tepat Waktu,2,United Package,425.6
10741,AROUT,Around the Horn,London,UK,2,Chang,Beverages,19.0,15,0.2,Discount,1997-11-14,1997,November,11,14,Friday,1997-11-28,1997-11-18,4,Tepat Waktu,3,Federal Shipping,228.0
10742,BOTTM,Bottom-Dollar Markets,Tsawassen,Canada,3,Aniseed Syrup,Condiments,10.0,20,0.0,No Discount,1997-11-14,1997,November,11,14,Friday,1997-12-12,1997-11-18,4,Tepat Waktu,3,Federal Shipping,200.0
10742,BOTTM,Bottom-Dollar Markets,Tsawassen,Canada,60,Camembert Pierrot,Dairy Products,34.0,50,0.0,No Discount,1997-11-14,1997,November,11,14,Friday,1997-12-12,1997-11-18,4,Tepat Waktu,3,Federal Shipping,1700.0
10742,BOTTM,Bottom-Dollar Markets,Tsawassen,Canada,72,Mozzarella di Giovanni,Dairy Products,34.8,35,0.0,No Discount,1997-11-14,1997,November,11,14,Friday,1997-12-12,1997-11-18,4,Tepat Waktu,3,Federal Shipping,1218.0
10743,AROUT,Around the Horn,London,UK,46,Spegesild,Seafood,12.0,28,0.05,Discount,1997-11-17,1997,November,11,17,Monday,1997-12-15,1997-11-21,4,Tepat Waktu,2,United Package,319.2
10744,VAFFE,Vaffeljernet,Århus,Denmark,40,Boston Crab Meat,Seafood,18.4,50,0.2,Discount,1997-11-17,1997,November,11,17,Monday,1997-12-15,1997-11-24,7,Tepat Waktu,1,Speedy Express,736.0
10745,QUICK,QUICK-Stop,Cunewalde,Germany,18,Carnarvon Tigers,Seafood,62.5,24,0.0,No Discount,1997-11-18,1997,November,11,18,Tuesday,1997-12-16,1997-11-27,9,Tepat Waktu,1,Speedy Express,1500.0
10745,QUICK,QUICK-Stop,Cunewalde,Germany,44,Gula Malacca,Condiments,19.45,16,0.0,No Discount,1997-11-18,1997,November,11,18,Tuesday,1997-12-16,1997-11-27,9,Tepat Waktu,1,Speedy Express,311.2
10745,QUICK,QUICK-Stop,Cunewalde,Germany,59,Raclette Courdavault,Dairy Products,55.0,45,0.0,No Discount,1997-11-18,1997,November,11,18,Tuesday,1997-12-16,1997-11-27,9,Tepat Waktu,1,Speedy Express,2475.0
10745,QUICK,QUICK-Stop,Cunewalde,Germany,72,Mozzarella di Giovanni,Dairy Products,34.8,7,0.0,No Discount,1997-11-18,1997,November,11,18,Tuesday,1997-12-16,1997-11-27,9,Tepat Waktu,1,Speedy Express,243.59999999999997
10746,CHOPS,Chop-suey Chinese,Bern,Switzerland,13,Konbu,Seafood,6.0,6,0.0,No Discount,1997-11-19,1997,November,11,19,Wednesday,1997-12-17,1997-11-21,2,Tepat Waktu,3,Federal Shipping,36.0
10746,CHOPS,Chop-suey Chinese,Bern,Switzerland,42,Singaporean Hokkien Fried Mee,Grains/Cereals,14.0,28,0.0,No Discount,1997-11-19,1997,November,11,19,Wednesday,1997-12-17,1997-11-21,2,Tepat Waktu,3,Federal Shipping,392.0
10746,CHOPS,Chop-suey Chinese,Bern,Switzerland,62,Tarte au sucre,Confections,49.3,9,0.0,No Discount,1997-11-19,1997,November,11,19,Wednesday,1997-12-17,1997-11-21,2,Tepat Waktu,3,Federal Shipping,443.7
10746,CHOPS,Chop-suey Chinese,Bern,Switzerland,69,Gudbrandsdalsost,Dairy Products,36.0,40,0.0,No Discount,1997-11-19,1997,November,11,19,Wednesday,1997-12-17,1997-11-21,2,Tepat Waktu,3,Federal Shipping,1440.0
10747,PICCO,Piccolo und mehr,Salzburg,Austria,31,Gorgonzola Telino,Dairy Products,12.5,8,0.0,No Discount,1997-11-19,1997,November,11,19,Wednesday,1997-12-17,1997-11-26,7,Tepat Waktu,1,Speedy Express,100.0
10747,PICCO,Piccolo und mehr,Salzburg,Austria,41,Jack's New England Clam Chowder,Seafood,9.65,35,0.0,No Discount,1997-11-19,1997,November,11,19,Wednesday,1997-12-17,1997-11-26,7,Tepat Waktu,1,Speedy Express,337.75
10747,PICCO,Piccolo und mehr,Salzburg,Austria,63,Vegie-spread,Condiments,43.9,9,0.0,No Discount,1997-11-19,1997,November,11,19,Wednesday,1997-12-17,1997-11-26,7,Tepat Waktu,1,Speedy Express,395.09999999999997
10747,PICCO,Piccolo und mehr,Salzburg,Austria,69,Gudbrandsdalsost,Dairy Products,36.0,30,0.0,No Discount,1997-11-19,1997,November,11,19,Wednesday,1997-12-17,1997-11-26,7,Tepat Waktu,1,Speedy Express,1080.0
10748,SAVEA,Save-a-lot Markets,Boise,USA,23,Tunnbröd,Grains/Cereals,9.0,44,0.0,No Discount,1997-11-20,1997,November,11,20,Thursday,1997-12-18,1997-11-28,8,Tepat Waktu,1,Speedy Express,396.0
10748,SAVEA,Save-a-lot Markets,Boise,USA,40,Boston Crab Meat,Seafood,18.4,40,0.0,No Discount,1997-11-20,1997,November,11,20,Thursday,1997-12-18,1997-11-28,8,Tepat Waktu,1,Speedy Express,736.0
10748,SAVEA,Save-a-lot Markets,Boise,USA,56,Gnocchi di nonna Alice,Grains/Cereals,38.0,28,0.0,No Discount,1997-11-20,1997,November,11,20,Thursday,1997-12-18,1997-11-28,8,Tepat Waktu,1,Speedy Express,1064.0
10749,ISLAT,Island Trading,Cowes,UK,56,Gnocchi di nonna Alice,Grains/Cereals,38.0,15,0.0,No Discount,1997-11-20,1997,November,11,20,Thursday,1997-12-18,1997-12-19,29,Terlambat,2,United Package,570.0
10749,ISLAT,Island Trading,Cowes,UK,59,Raclette Courdavault,Dairy Products,55.0,6,0.0,No Discount,1997-11-20,1997,November,11,20,Thursday,1997-12-18,1997-12-19,29,Terlambat,2,United Package,330.0
10749,ISLAT,Island Trading,Cowes,UK,76,Lakkalikööri,Beverages,18.0,10,0.0,No Discount,1997-11-20,1997,November,11,20,Thursday,1997-12-18,1997-12-19,29,Terlambat,2,United Package,180.0
10750,WARTH,Wartian Herkku,Oulu,Finland,14,Tofu,Produce,23.25,5,0.15,Discount,1997-11-21,1997,November,11,21,Friday,1997-12-19,1997-11-24,3,Tepat Waktu,1,Speedy Express,98.8125
10750,WARTH,Wartian Herkku,Oulu,Finland,45,Rogede sild,Seafood,9.5,40,0.15,Discount,1997-11-21,1997,November,11,21,Friday,1997-12-19,1997-11-24,3,Tepat Waktu,1,Speedy Express,323.0
10750,WARTH,Wartian Herkku,Oulu,Finland,59,Raclette Courdavault,Dairy Products,55.0,25,0.15,Discount,1997-11-21,1997,November,11,21,Friday,1997-12-19,1997-11-24,3,Tepat Waktu,1,Speedy Express,1168.75
10751,RICSU,Richter Supermarkt,Genève,Switzerland,26,Gumbär Gummibärchen,Confections,31.23,12,0.1,Discount,1997-11-24,1997,November,11,24,Monday,1997-12-22,1997-12-03,9,Tepat Waktu,3,Federal Shipping,337.284
10751,RICSU,Richter Supermarkt,Genève,Switzerland,30,Nord-Ost Matjeshering,Seafood,25.89,30,0.0,No Discount,1997-11-24,1997,November,11,24,Monday,1997-12-22,1997-12-03,9,Tepat Waktu,3,Federal Shipping,776.7
10751,RICSU,Richter Supermarkt,Genève,Switzerland,50,Valkoinen suklaa,Confections,16.25,20,0.1,Discount,1997-11-24,1997,November,11,24,Monday,1997-12-22,1997-12-03,9,Tepat Waktu,3,Federal Shipping,292.5
